Gene_id	Gene_symbol	Protein_name	Uniprot_ACC
ENSMUSG00000027189	Trim44	Tripartite motif-containing protein 44	TRI44_MOUSE
ENSMUSG00000067642	Adgrf3	Adhesion G-protein coupled receptor F3	AGRF3_MOUSE
ENSMUSG00000048617	Rtbdn	Retbindin	RTBDN_MOUSE
ENSMUSG00000004996	Mri1	Methylthioribose-1-phosphate isomerase	MTNA_MOUSE
ENSMUSG00000051065	Mb21d2	Protein MB21D2	M21D2_MOUSE
ENSMUSG00000048232	Fbxo10	F-box only protein 10	FBX10_MOUSE
ENSMUSG00000022329	Stk3	Serine/threonine-protein kinase 3	STK3_MOUSE
ENSMUSG00000028654	Mycl	Protein L-Myc	MYCL_MOUSE
ENSMUSG00000037070	Rbmxl1	RNA binding motif protein, X-linked-like-1	RMXL1_MOUSE
ENSMUSG00000061616	Olfr12	Olfactory receptor 12	OLF12_MOUSE
ENSMUSG00000026393	Nek7	Serine/threonine-protein kinase Nek7	NEK7_MOUSE
ENSMUSG00000049001	Ndnf	Protein NDNF	NDNF_MOUSE
ENSMUSG00000055485	Soga1	Protein SOGA1	SOGA1_MOUSE
ENSMUSG00000030142	Clec4e	C-type lectin domain family 4 member E	CLC4E_MOUSE
ENSMUSG00000020720	Psmd12	26S proteasome non-ATPase regulatory subunit 12	PSD12_MOUSE
ENSMUSG00000049960	Mrps16	28S ribosomal protein S16, mitochondrial	RT16_MOUSE
ENSMUSG00000002250	Ppard	Peroxisome proliferator-activated receptor delta	PPARD_MOUSE
ENSMUSG00000012350	Ehf	ETS homologous factor	EHF_MOUSE
ENSMUSG00000041616	Nppa	Natriuretic peptides A	ANF_MOUSE
ENSMUSG00000027654	Fam83d	Protein FAM83D	FA83D_MOUSE
ENSMUSG00000037876	Jmjd1c	Probable JmjC domain-containing histone demethylation protein 2C	JHD2C_MOUSE
ENSMUSG00000032068	Plet1	Placenta-expressed transcript 1 protein	PLET1_MOUSE
ENSMUSG00000029054	Gabrd	Gamma-aminobutyric acid receptor subunit delta	GBRD_MOUSE
ENSMUSG00000025607	Copg2	Coatomer subunit gamma-2	COPG2_MOUSE
ENSMUSG00000023982	Guca1a	Guanylyl cyclase-activating protein 1	GUC1A_MOUSE
ENSMUSG00000022494	Shisa9	Protein shisa-9	SHSA9_MOUSE
ENSMUSG00000010110	Stx5a	Syntaxin-5	STX5_MOUSE
ENSMUSG00000089873	Mup13	Major urinary protein 11	A2CEK6_MOUSE
ENSMUSG00000021671	Poc5	Centrosomal protein POC5	POC5_MOUSE
ENSMUSG00000026153	Fam135a	Protein FAM135A	F135A_MOUSE
ENSMUSG00000038836	Agbl3	Cytosolic carboxypeptidase 3	CBPC3_MOUSE
ENSMUSG00000026456	Cyb5r1	NADH-cytochrome b5 reductase 1	NB5R1_MOUSE
ENSMUSG00000073805	Insyn2a	Inhibitory synaptic factor 2A	INSY2_MOUSE
ENSMUSG00000059534	Uqcr10	Cytochrome b-c1 complex subunit 9	QCR9_MOUSE
ENSMUSG00000033460	Armcx1	Armadillo repeat-containing X-linked protein 1	ARMX1_MOUSE
ENSMUSG00000043388	Tmem130	Transmembrane protein 130	TM130_MOUSE
ENSMUSG00000043635	Adamts3	Adamts3 protein	B2RY45_MOUSE
ENSMUSG00000069044	Usp9y	Ubiquitinyl hydrolase 1	F8VPU6_MOUSE
ENSMUSG00000049872	Calhm5	Calcium homeostasis modulator protein 5	CAHM5_MOUSE
ENSMUSG00000093804	Olfr1303	Olfactory receptor	A2AVW1_MOUSE
ENSMUSG00000047155	Cyp4x1	Cytochrome P450 4X1	CP4X1_MOUSE
ENSMUSG00000063232	Serpina11	Serpin A11	SPA11_MOUSE
ENSMUSG00000027180	Fbxo3	F-box only protein 3	FBX3_MOUSE
ENSMUSG00000040904	Gm21988		
ENSMUSG00000090824	Olfr1344	Olfactory receptor	Q7TQV3_MOUSE
ENSMUSG00000026176	Ctdsp1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	CTDS1_MOUSE
ENSMUSG00000058523	Mup5	Major urinary protein 5	MUP5_MOUSE
ENSMUSG00000054594	Oscar	Osteoclast-associated immunoglobulin-like receptor	OSCAR_MOUSE
ENSMUSG00000027430	Dtd1	D-aminoacyl-tRNA deacylase 1	DTD1_MOUSE
ENSMUSG00000031843	Mphosph6	M-phase phosphoprotein 6	MPH6_MOUSE
ENSMUSG00000109850	Gm45692		
ENSMUSG00000015850	Adamtsl4	ADAMTS-like protein 4	ATL4_MOUSE
ENSMUSG00000048329	Mfsd6l	Major facilitator superfamily domain-containing protein 6-like	MFS6L_MOUSE
ENSMUSG00000031353	Rbbp7	Histone-binding protein RBBP7	RBBP7_MOUSE
ENSMUSG00000030443	Zfp583	Zinc finger protein 583	ZN583_MOUSE
ENSMUSG00000021900	Btd	Biotinidase	BTD_MOUSE
ENSMUSG00000064302	Clasp1	CLIP-associating protein 1	CLAP1_MOUSE
ENSMUSG00000056379	Taar1	Trace amine-associated receptor 1	TAAR1_MOUSE
ENSMUSG00000066513	Klk1b4	Kallikrein 1-related peptidase-like b4	K1KB4_MOUSE
ENSMUSG00000047669	Msl3l2	MSL3-like 2	G3X992_MOUSE
ENSMUSG00000051149	Adnp	Activity-dependent neuroprotector homeobox protein	ADNP_MOUSE
ENSMUSG00000079450	Cldn34c1	Claudin 34C1	Q8CCR8_MOUSE
ENSMUSG00000074829	2010315B03Rik	RIKEN cDNA 2010315B03 gene	A0A087WQD2_MOUSE
ENSMUSG00000068264	Ap5s1	AP-5 complex subunit sigma-1	AP5S1_MOUSE
ENSMUSG00000038365	Fbxo25	F-box only protein 25	FBX25_MOUSE
ENSMUSG00000037890	Wdr19	WD repeat-containing protein 19	WDR19_MOUSE
ENSMUSG00000039531	Zup1	Zinc finger-containing ubiquitin peptidase 1	ZUP1_MOUSE
ENSMUSG00000091814	Gm8050	Predicted gene 8050	L7N2E3_MOUSE
ENSMUSG00000030062	Rpn1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1_MOUSE
ENSMUSG00000068134	Zfp120	Zinc finger protein 120	ZN120_MOUSE
ENSMUSG00000032612	Usp4	Ubiquitin carboxyl-terminal hydrolase 4	UBP4_MOUSE
ENSMUSG00000025138	Sirt7	NAD-dependent protein deacetylase sirtuin-7	SIR7_MOUSE
ENSMUSG00000042286	Stab1	Stabilin-1	STAB1_MOUSE
ENSMUSG00000093930	Hmgcs1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1_MOUSE
ENSMUSG00000057421	Las1l	Ribosomal biogenesis protein LAS1L	LAS1L_MOUSE
ENSMUSG00000096145	Vkorc1	Vitamin K epoxide reductase complex subunit 1	VKOR1_MOUSE
ENSMUSG00000035047	Kri1	Protein KRI1 homolog	KRI1_MOUSE
ENSMUSG00000027574	Nkain4	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4	NKAI4_MOUSE
ENSMUSG00000021294	Kif26a	Kinesin-like protein KIF26A	KI26A_MOUSE
ENSMUSG00000024680	Ms4a2	High affinity immunoglobulin epsilon receptor subunit beta	FCERB_MOUSE
ENSMUSG00000048027	Rgmb	Repulsive guidance molecule B	RGMB_MOUSE
ENSMUSG00000042682	Selenok	Selenoprotein K	SELK_MOUSE
ENSMUSG00000041645	Ddx24	ATP-dependent RNA helicase DDX24	DDX24_MOUSE
ENSMUSG00000017718	Afmid	Kynurenine formamidase	KFA_MOUSE
ENSMUSG00000071073	Lrrc73	Leucine-rich repeat-containing 73	A0A3B2W7N5_MOUSE
ENSMUSG00000109901	Chmp1b	Charged multivesicular body protein 1b-1	CH1B1_MOUSE
ENSMUSG00000060981	H4c8	Histone H4	H4_MOUSE
ENSMUSG00000029321	Slc10a6	Solute carrier family 10 member 6	SOAT_MOUSE
ENSMUSG00000034563	Ccpg1	Cell cycle progression protein 1	CCPG1_MOUSE
ENSMUSG00000091405	H4c14	Histone H4	H4_MOUSE
ENSMUSG00000024935	Slc1a1	Excitatory amino acid transporter 3	EAA3_MOUSE
ENSMUSG00000024298	Zfp871	Zinc finger protein 871	G5E905_MOUSE
ENSMUSG00000018411	Mapt	Microtubule-associated protein tau	TAU_MOUSE
ENSMUSG00000115791	Vmn1r217	Vomeronasal type-1 receptor	Q8R270_MOUSE
ENSMUSG00000040276	Pacsin1	Protein kinase C and casein kinase substrate in neurons protein 1	PACN1_MOUSE
ENSMUSG00000066009	Zfp987	Zinc finger protein 987	B2KG43_MOUSE
ENSMUSG00000026956	Uap1l1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	UAP1L_MOUSE
ENSMUSG00000022179	4931414P19Rik	Uncharacterized protein C14orf93 homolog	CN093_MOUSE
ENSMUSG00000014243	Zswim7	Zinc finger SWIM domain-containing protein 7	ZSWM7_MOUSE
ENSMUSG00000000028	Cdc45	Cell division control protein 45 homolog	CDC45_MOUSE
ENSMUSG00000036422	Pcdh8	Protocadherin-8	PCDH8_MOUSE
ENSMUSG00000025726	Slc28a1	Sodium/nucleoside cotransporter	E9PXX9_MOUSE
ENSMUSG00000106447	Gm42957		
ENSMUSG00000002831	Plin4	Perilipin-4	PLIN4_MOUSE
ENSMUSG00000022861	Dgkg	Diacylglycerol kinase gamma	DGKG_MOUSE
ENSMUSG00000042203	Tbc1d22b	TBC1 domain family, member 22B	A0A3Q4EHL1_MOUSE
ENSMUSG00000028890	Mtf1	Metal regulatory transcription factor 1	MTF1_MOUSE
ENSMUSG00000001983	Taco1	Translational activator of cytochrome c oxidase 1	TACO1_MOUSE
ENSMUSG00000051048	P4ha3	Prolyl 4-hydroxylase subunit alpha-3	P4HA3_MOUSE
ENSMUSG00000022893	Adamts1	A disintegrin and metalloproteinase with thrombospondin motifs 1	ATS1_MOUSE
ENSMUSG00000074802	Gas2l3	GAS2-like protein 3	GA2L3_MOUSE
ENSMUSG00000029273	Sult1d1	Sulfotransferase 1 family member D1	ST1D1_MOUSE
ENSMUSG00000055319	Sec23ip	SEC23-interacting protein	S23IP_MOUSE
ENSMUSG00000078897	Gm4724	Zinc finger protein 966	A2ART2_MOUSE
ENSMUSG00000057666	Gapdh	Glyceraldehyde-3-phosphate dehydrogenase	G3P_MOUSE
ENSMUSG00000026857	Ntmt1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTM1A_MOUSE
ENSMUSG00000040105	Plpp6	Phospholipid phosphatase 6	PLPP6_MOUSE
ENSMUSG00000040125	Gpr26	G-protein coupled receptor 26	GPR26_MOUSE
ENSMUSG00000068917	Clk2	Dual specificity protein kinase CLK2	CLK2_MOUSE
ENSMUSG00000027875	Hmgcs2	Hydroxymethylglutaryl-CoA synthase, mitochondrial	HMCS2_MOUSE
ENSMUSG00000079278	Tmem233	Transmembrane protein 233	TM233_MOUSE
ENSMUSG00000066007	Zfp600	Zinc finger protein 600	A2A7U9_MOUSE
ENSMUSG00000059493	Nhs	NHS actin-remodeling regulator	B1AV60_MOUSE
ENSMUSG00000046179	E2f8	Transcription factor E2F8	E2F8_MOUSE
ENSMUSG00000018861	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial	ADRO_MOUSE
ENSMUSG00000049685	Cyp2g1	Cytochrome P450, family 2, subfamily g, polypeptide 1	Q9WV19_MOUSE
ENSMUSG00000049739	Zfp646	Zinc finger protein 646	ZN646_MOUSE
ENSMUSG00000061414	Cracr2a	EF-hand calcium-binding domain-containing protein 4B	EFC4B_MOUSE
ENSMUSG00000045176	Borcs6	BLOC-1-related complex subunit 6	BORC6_MOUSE
ENSMUSG00000032733	Snx33	Sorting nexin-33	SNX33_MOUSE
ENSMUSG00000023236	Scg5	Neuroendocrine protein 7B2	7B2_MOUSE
ENSMUSG00000106631	Gm42669		
ENSMUSG00000034416	Pkd1l2	Polycystic kidney disease protein 1-like 2	PK1L2_MOUSE
ENSMUSG00000054659	Pm20d2	Peptidase M20 domain-containing protein 2	P20D2_MOUSE
ENSMUSG00000050148	Ubqln2	Ubiquilin-2	UBQL2_MOUSE
ENSMUSG00000029364	Wsb2	WD repeat and SOCS box-containing protein 2	WSB2_MOUSE
ENSMUSG00000033948	Zswim5	Zinc finger SWIM domain-containing protein 5	ZSWM5_MOUSE
ENSMUSG00000026483	Niban1	Protein Niban 1	NIBA1_MOUSE
ENSMUSG00000038615	Nfe2l1	Endoplasmic reticulum membrane sensor NFE2L1	NF2L1_MOUSE
ENSMUSG00000021468	Sptlc1	Serine palmitoyltransferase 1	SPTC1_MOUSE
ENSMUSG00000038013	Wipf2	WAS/WASL-interacting protein family member 2	WIPF2_MOUSE
ENSMUSG00000035984	Nme5	Nucleoside diphosphate kinase homolog 5	NDK5_MOUSE
ENSMUSG00000051413	Plagl2	Uncharacterized protein	Q3UZI7_MOUSE
ENSMUSG00000043496	Tril	TLR4 interactor with leucine rich repeats	TRIL_MOUSE
ENSMUSG00000031976	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	B9EKU4_MOUSE
ENSMUSG00000022906	Parp9	Protein mono-ADP-ribosyltransferase PARP9	PARP9_MOUSE
ENSMUSG00000058147	Xlr3c	X-linked lymphocyte-regulated protein 3C	XL3C_MOUSE
ENSMUSG00000022621	Rabl2	Rab-like protein 2A	RBL2A_MOUSE
ENSMUSG00000068036	Afdn	Afadin	AFAD_MOUSE
ENSMUSG00000034189	Hsdl1	Inactive hydroxysteroid dehydrogenase-like protein 1	HSDL1_MOUSE
ENSMUSG00000051169	Rpusd3	Mitochondrial mRNA pseudouridine synthase Rpusd3	RUSD3_MOUSE
ENSMUSG00000021645	Smn1	Survival motor neuron protein	SMN_MOUSE
ENSMUSG00000049122	Frmd3	FERM domain-containing protein 3	FRMD3_MOUSE
ENSMUSG00000095514	D13Ertd608e		
ENSMUSG00000030722	Nfatc2ip	NFATC2-interacting protein	NF2IP_MOUSE
ENSMUSG00000057058	Skap1	Src kinase-associated phosphoprotein 1	SKAP1_MOUSE
ENSMUSG00000044768	Macir	Macrophage immunometabolism regulator	MACIR_MOUSE
ENSMUSG00000024766	Lipo3	Lipase	Q3TD80_MOUSE
ENSMUSG00000024914	Drap1	Dr1-associated corepressor	NC2A_MOUSE
ENSMUSG00000032315	Cyp1a1	Cytochrome P450 1A1	CP1A1_MOUSE
ENSMUSG00000034424	Gcsh	Glycine cleavage system H protein, mitochondrial	GCSH_MOUSE
ENSMUSG00000026439	Rbbp5	Retinoblastoma-binding protein 5	RBBP5_MOUSE
ENSMUSG00000034990	Otoa	Otoancorin	OTOAN_MOUSE
ENSMUSG00000028354	Fmn2	Formin-2	FMN2_MOUSE
ENSMUSG00000021972	Hmbox1	Homeobox-containing protein 1	HMBX1_MOUSE
ENSMUSG00000069135	Cep43	Centrosomal protein 43	CEP43_MOUSE
ENSMUSG00000042590	Ipo11	Importin-11	IPO11_MOUSE
ENSMUSG00000025068	Gsto1	Glutathione S-transferase omega-1	GSTO1_MOUSE
ENSMUSG00000060152	Pop5	Ribonuclease P/MRP protein subunit POP5	POP5_MOUSE
ENSMUSG00000074028	Slc22a13	Solute carrier family 22 member 13	S22AD_MOUSE
ENSMUSG00000033589	Reep4	Receptor expression-enhancing protein 4	REEP4_MOUSE
ENSMUSG00000046997	Spsb4	SPRY domain-containing SOCS box protein 4	SPSB4_MOUSE
ENSMUSG00000014158	Trpv4	Transient receptor potential cation channel subfamily V member 4	TRPV4_MOUSE
ENSMUSG00000054931	Zkscan4	Zinc finger with KRAB and SCAN domains 4	A0A286YD55_MOUSE
ENSMUSG00000030468	Siglecg	Sialic acid-binding Ig-like lectin 10	SIG10_MOUSE
ENSMUSG00000035027	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2	MP2K2_MOUSE
ENSMUSG00000020251	Glt8d2	Glycosyltransferase 8 domain-containing protein 2	GL8D2_MOUSE
ENSMUSG00000079057	Cyp4v3	Cytochrome P450 4V2	CP4V2_MOUSE
ENSMUSG00000029036	Atad3a	ATPase family AAA domain-containing protein 3	ATAD3_MOUSE
ENSMUSG00000026398	Nr5a2	Nuclear receptor subfamily 5 group A member 2	NR5A2_MOUSE
ENSMUSG00000035770	Dync1li2	Cytoplasmic dynein 1 light intermediate chain 2	DC1L2_MOUSE
ENSMUSG00000073650	Catip	Ciliogenesis-associated TTC17-interacting protein	CATIP_MOUSE
ENSMUSG00000038624	Nepn	Nephrocan	NEPN_MOUSE
ENSMUSG00000030410	Dmwd	Dystrophia myotonica WD repeat-containing protein	DMWD_MOUSE
ENSMUSG00000036242	Armh4	Armadillo-like helical domain-containing protein 4	ARMD4_MOUSE
ENSMUSG00000006021	Kptn	KICSTOR complex protein kaptin	KPTN_MOUSE
ENSMUSG00000029920	Smarcad1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	SMRCD_MOUSE
ENSMUSG00000021678	F2rl1	Proteinase-activated receptor 2	PAR2_MOUSE
ENSMUSG00000035000	Dpp4	Dipeptidyl peptidase 4	DPP4_MOUSE
ENSMUSG00000028133	Rwdd3	RWD domain-containing protein 3	RWDD3_MOUSE
ENSMUSG00000010064	Slc38a3	Sodium-coupled neutral amino acid transporter 3	S38A3_MOUSE
ENSMUSG00000028847	Trappc3	Trafficking protein particle complex subunit 3	TPPC3_MOUSE
ENSMUSG00000027381	Bcl2l11	Bcl-2-like protein 11	B2L11_MOUSE
ENSMUSG00000028545	Bend5	BEN domain-containing protein 5	BEND5_MOUSE
ENSMUSG00000097487	Ptges3l	Putative protein PTGES3L	PTG3L_MOUSE
ENSMUSG00000027800	Tm4sf1	Transmembrane 4 L6 family member 1	T4S1_MOUSE
ENSMUSG00000026634	Angel2	Protein angel homolog 2	ANGE2_MOUSE
ENSMUSG00000025428	Atp5a1	ATP synthase subunit alpha, mitochondrial	ATPA_MOUSE
ENSMUSG00000074671	Tspyl3	Uncharacterized protein	Q3TIT2_MOUSE
ENSMUSG00000021814	Anxa7	Annexin A7	ANXA7_MOUSE
ENSMUSG00000079700	Fpr3	Formyl peptide receptor-related sequence 1	FPRS1_MOUSE
ENSMUSG00000026563	Tada1	Transcriptional adapter 1	TADA1_MOUSE
ENSMUSG00000060032	H2aj	Histone H2A.J	H2AJ_MOUSE
ENSMUSG00000033777	Tlr13	Toll-like receptor 13	TLR13_MOUSE
ENSMUSG00000028312	Smc2	Structural maintenance of chromosomes protein 2	SMC2_MOUSE
ENSMUSG00000079157	Fam155a	Transmembrane protein FAM155A	F155A_MOUSE
ENSMUSG00000118669	Arvcf	Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog	ARVC_MOUSE
ENSMUSG00000027577	Chrna4	Neuronal acetylcholine receptor subunit alpha-4	ACHA4_MOUSE
ENSMUSG00000043020	Dnai3	Dynein axonemal intermediate chain 3	DNAI3_MOUSE
ENSMUSG00000035473	Galm	Galactose mutarotase	GALM_MOUSE
ENSMUSG00000026925	Inpp5e	Phosphatidylinositol polyphosphate 5-phosphatase type IV	INP5E_MOUSE
ENSMUSG00000027669	Gnb4	Guanine nucleotide-binding protein subunit beta-4	GBB4_MOUSE
ENSMUSG00000026544	Dusp23	Dual specificity protein phosphatase 23	DUS23_MOUSE
ENSMUSG00000023961	Enpp4	Bis(5'-adenosyl)-triphosphatase enpp4	ENPP4_MOUSE
ENSMUSG00000060579	Fhit	Bis(5'-adenosyl)-triphosphatase	FHIT_MOUSE
ENSMUSG00000036845	Lin37	Protein lin-37 homolog	LIN37_MOUSE
ENSMUSG00000006717	Acot13	Acyl-coenzyme A thioesterase 13	ACO13_MOUSE
ENSMUSG00000058407	Txndc9	Thioredoxin domain-containing protein 9	TXND9_MOUSE
ENSMUSG00000041236	Vps41	Vacuolar protein sorting-associated protein 41 homolog	VPS41_MOUSE
ENSMUSG00000056812	St8sia3	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	SIA8C_MOUSE
ENSMUSG00000029119	Man2b2	Epididymis-specific alpha-mannosidase	MA2B2_MOUSE
ENSMUSG00000006010	Odr4	Protein odr-4 homolog	ODR4_MOUSE
ENSMUSG00000059482	2610301B20Rik	Protein C8orf37 homolog	CH037_MOUSE
ENSMUSG00000062524	Ncr1	Natural cytotoxicity triggering receptor 1	NCTR1_MOUSE
ENSMUSG00000041112	Elmo1	Engulfment and cell motility protein 1	ELMO1_MOUSE
ENSMUSG00000024471	Myot	Myotilin	MYOTI_MOUSE
ENSMUSG00000038346	Zfp384	Nuclear matrix protein 4	A9X426_MOUSE
ENSMUSG00000032392	Parp16	Protein mono-ADP-ribosyltransferase PARP16	PAR16_MOUSE
ENSMUSG00000057858	Fam204a	Protein FAM204A	F204A_MOUSE
ENSMUSG00000068079	Tcf15	Transcription factor 15	TCF15_MOUSE
ENSMUSG00000041231	Ublcp1	Ubiquitin-like domain-containing CTD phosphatase 1	UBCP1_MOUSE
ENSMUSG00000021743	Fezf2	Fez family zinc finger protein 2	FEZF2_MOUSE
ENSMUSG00000031399	Fam3a	Protein FAM3A	FAM3A_MOUSE
ENSMUSG00000029464	Gpn3	GPN-loop GTPase 3	GPN3_MOUSE
ENSMUSG00000005510	Ndufs3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUS3_MOUSE
ENSMUSG00000037669	Ldah	Lipid droplet-associated hydrolase	LDAH_MOUSE
ENSMUSG00000030017	Reg3g	Regenerating islet-derived protein 3-gamma	REG3G_MOUSE
ENSMUSG00000059430	Actg2	Actin, gamma-enteric smooth muscle	ACTH_MOUSE
ENSMUSG00000042743	Sgtb	Small glutamine-rich tetratricopeptide repeat-containing protein beta	SGTB_MOUSE
ENSMUSG00000069114	Zbtb10	Zinc finger and BTB domain-containing 10	E9Q8X5_MOUSE
ENSMUSG00000032598	Nckipsd	NCK-interacting protein with SH3 domain	SPN90_MOUSE
ENSMUSG00000095448	Olfr859	Olfactory receptor	Q7TRF5_MOUSE
ENSMUSG00000032011	Thy1	Thy-1 membrane glycoprotein	THY1_MOUSE
ENSMUSG00000020358	Hnrnpab	Heterogeneous nuclear ribonucleoprotein A/B	ROAA_MOUSE
ENSMUSG00000036309	Skp1	S-phase kinase-associated protein 1	SKP1_MOUSE
ENSMUSG00000074384	AI429214	Uncharacterized protein C8orf48 homolog	CH048_MOUSE
ENSMUSG00000032309	Fbxo22	F-box only protein 22	FBX22_MOUSE
ENSMUSG00000022020	Naa16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	NAA16_MOUSE
ENSMUSG00000020807	4933427D14Rik	Protein moonraker	MOONR_MOUSE
ENSMUSG00000007655	Cav1	Caveolin-1	CAV1_MOUSE
ENSMUSG00000026273	Mterf4	Transcription termination factor 4, mitochondrial	MTEF4_MOUSE
ENSMUSG00000021838	Samd4	Protein Smaug homolog 1	SMAG1_MOUSE
ENSMUSG00000019301	Hsd17b1	17-beta-hydroxysteroid dehydrogenase type 1	DHB1_MOUSE
ENSMUSG00000039410	Prdm16	Histone-lysine N-methyltransferase PRDM16	PRD16_MOUSE
ENSMUSG00000031007	Atp6ap2	Renin receptor	RENR_MOUSE
ENSMUSG00000064121	Olfr96	Olfactory receptor 96	Q8VFE3_MOUSE
ENSMUSG00000028483	Snapc3	snRNA-activating protein complex subunit 3	SNPC3_MOUSE
ENSMUSG00000017344	Vtn	Vitronectin	VTNC_MOUSE
ENSMUSG00000074340	Ovgp1	Oviduct-specific glycoprotein	OVGP1_MOUSE
ENSMUSG00000009207	Lnpk	Endoplasmic reticulum junction formation protein lunapark	LNP_MOUSE
ENSMUSG00000002664	Pspn	Persephin	PSPN_MOUSE
ENSMUSG00000053198	Prx	Periaxin	PRAX_MOUSE
ENSMUSG00000063576	Klhdc3	Kelch domain-containing protein 3	KLDC3_MOUSE
ENSMUSG00000075701	Selenos	Selenoprotein S	SELS_MOUSE
ENSMUSG00000028300	C9orf72	Guanine nucleotide exchange C9orf72 homolog	CI072_MOUSE
ENSMUSG00000028327	Stra6l	Stimulated by retinoic acid gene 6 protein-like	STR6L_MOUSE
ENSMUSG00000001348	Acp5	Tartrate-resistant acid phosphatase type 5	PPA5_MOUSE
ENSMUSG00000001493	Meox1	Homeobox protein MOX-1	MEOX1_MOUSE
ENSMUSG00000019856	Fam184a	Family with sequence similarity 184, member A	A0A1W2P6K1_MOUSE
ENSMUSG00000032425	Zfp949	4930422I07Rik protein	B2RU83_MOUSE
ENSMUSG00000030435	U2af2	Splicing factor U2AF 65 kDa subunit	U2AF2_MOUSE
ENSMUSG00000095609	Gm21188	Predicted gene, 21188	Q3T9V6_MOUSE
ENSMUSG00000027932	Slc27a3	Solute carrier family 27 member 3	S27A3_MOUSE
ENSMUSG00000057762	Gm6169		
ENSMUSG00000042699	Dhx9	ATP-dependent RNA helicase A	DHX9_MOUSE
ENSMUSG00000075269	Bex6	Protein BEX6	BEX6_MOUSE
ENSMUSG00000025024	Smndc1	Survival of motor neuron-related-splicing factor 30	SPF30_MOUSE
ENSMUSG00000024007	Ppil1	Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1_MOUSE
ENSMUSG00000033712	Ccar2	Cell cycle and apoptosis regulator protein 2	CCAR2_MOUSE
ENSMUSG00000017697	Ada	Adenosine deaminase	ADA_MOUSE
ENSMUSG00000001270	Ckb	Creatine kinase B-type	KCRB_MOUSE
ENSMUSG00000087408	Cers1	Embryonic growth/differentiation factor 1	GDF1_MOUSE
ENSMUSG00000020490	Btnl10	Butyrophilin-like protein 10	BTNLA_MOUSE
ENSMUSG00000052525	Spdya	Speedy protein A	SPDYA_MOUSE
ENSMUSG00000006288	Ttc5	Tetratricopeptide repeat protein 5	TTC5_MOUSE
ENSMUSG00000053985	Zfp14	Zinc finger protein 14	ZFP14_MOUSE
ENSMUSG00000033268	Duox1	NAD(P)H oxidase (H(2)O(2)-forming)	A2AQ92_MOUSE
ENSMUSG00000027406	Idh3b	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	A0A668KL51_MOUSE
ENSMUSG00000009378	Slc16a12	Monocarboxylate transporter 12	MOT12_MOUSE
ENSMUSG00000090115	Usp49	Ubiquitin carboxyl-terminal hydrolase 49	UBP49_MOUSE
ENSMUSG00000013928	1700020L13Rik	RIKEN cDNA 1700020L13 gene	D3YYI4_MOUSE
ENSMUSG00000039131	Gipc2	PDZ domain-containing protein GIPC2	GIPC2_MOUSE
ENSMUSG00000039431	Mtmr7	Myotubularin-related protein 7	MTMR7_MOUSE
ENSMUSG00000033278	Ptprm	Receptor-type tyrosine-protein phosphatase mu	PTPRM_MOUSE
ENSMUSG00000033717	Adra2a	Alpha-2A adrenergic receptor	ADA2A_MOUSE
ENSMUSG00000071646	Mta2	Metastasis-associated protein MTA2	MTA2_MOUSE
ENSMUSG00000032114	Slc37a4	Solute carrier family 37 (glucose-6-phosphate transporter), member 4	A0A1L1SUI3_MOUSE
ENSMUSG00000030236	Slco1b2	Solute carrier organic anion transporter family member 1B2	SO1B2_MOUSE
ENSMUSG00000058756	Thra	Thyroid hormone receptor alpha	THA_MOUSE
ENSMUSG00000040351	Ankib1	Ankyrin repeat and IBR domain-containing protein 1	AKIB1_MOUSE
ENSMUSG00000028458	Tesk1	Dual specificity testis-specific protein kinase 1	TESK1_MOUSE
ENSMUSG00000042570	Mier2	Mesoderm induction early response protein 2	MIER2_MOUSE
ENSMUSG00000026878	Rab14	Ras-related protein Rab-14	RAB14_MOUSE
ENSMUSG00000110949	Nudt8	Nucleoside diphosphate-linked moiety X motif 8	NUDT8_MOUSE
ENSMUSG00000034157	Cipc	CLOCK-interacting pacemaker	CIPC_MOUSE
ENSMUSG00000072949	Acot1	Acyl-coenzyme A thioesterase 1	ACOT1_MOUSE
ENSMUSG00000009079	Ewsr1	RNA-binding protein EWS	EWS_MOUSE
